Player,Class,Season,Position,School,Games,FG,2P,3P,FT,TRB,AST,STL,BLK,PTS,Picked
Carlos Taylor\carlos-taylor-1,Big Sky,2,,Montana State,29,43,48,36,74,103,69,31,10,452,0
Jermaine Ball\jermaine-ball-1,Total,5,,Total,22,43,47,32,73,61,87,21,1,180,0
Taylor Brown\taylor-brown-1,MVC,4,,Bradley,22,44,48,27,78,118,24,16,8,225,0
Winston Davis\winston-davis-1,Patriot,5,,Lafayette,18,45,50,39,69,63,24,15,7,180,0
Kevin Durant\kevin-durant-1,Big 12,1,,Texas,35,47,50,40,82,390,46,66,67,903,1
DeMarcus Gatlin\demarcus-gatlin-1,Southland,4,,Sam Houston State,22,42,47,27,64,100,49,23,10,225,0
Patrick Heckmann\patrick-heckmann-1,ACC,4,,Boston College,29,46,58,34,76,88,49,22,7,225,0
James Johnson\james-johnson-2,ACC,2,,Wake Forest,30,51,59,30,69,254,49,42,44,451,1
Dallis Joyner\dallis-joyner-1,AEC,4,,Stony Brook,31,47,47,NaN,53,182,21,15,20,225,0
Kelly Olynyk\kelly-olynyk-1,WCC,4,,Gonzaga,25,59,63,33,70,115,26,13,11,225,1
Chad Pleiness\chad-pleiness-1,MAC,3,,Central Michigan,28,52,53,25,82,122,42,14,1,301,0
Cameron Reynolds\cameron-reynolds-1,Total,4,,Tulane,26,38,42,33,72,102,22,14,6,225,0
Brandon Sebirumbi\brandon-sebirumbi-1,Southern,4,,Furman,30,53,53,NaN,66,119,21,12,11,225,0
Kevin Steenberge\kevin-steenberge-1,A-10,4,,Richmond,30,53,55,29,62,128,23,14,38,225,0
Trent Strickland\trent-strickland-1,ACC,4,,Wake Forest,31,47,49,38,67,124,32,15,6,225,0
Jeremy Williams\jeremy-williams-1,Total,5,,Total,19,47,52,36,66,94,16,14,13,180,0
Carlton Aaron\carlton-aaron-1,Mid-Cont,3,,Missouri-Kansas City,28,54,54,NaN,48,210,9,18,16,300,0
Travis Andrews\travis-andrews-1,WCC,4,,Portland,27,43,48,36,64,92,73,30,7,225,0
Greg Dilligard\greg-dilligard-1,MVC,4,,Illinois State,29,60,60,NaN,43,149,33,24,40,225,0
Bamba Fall\bamba-fall-1,CUSA,4,,Southern Methodist,25,55,55,NaN,68,144,15,8,61,225,0
Donta Harper\donta-harper-1,Big South,3,,Gardner-Webb,32,45,47,0,71,119,49,34,18,300,0
Philip Huyler\philip-huyler-1,A-Sun,3,,Florida Atlantic,27,44,46,31,76,126,67,59,3,300,0
Will McDonald\will-mcdonald-1,CUSA,4,,South Florida,21,51,52,0,62,104,14,12,12,225,0
Donte Minter\donte-minter-1,Total,5,,Total,20,60,60,NaN,69,78,18,12,20,180,0
Matt Morgan\matt-morgan-2,Total,5,,Total,24,46,48,10,67,97,6,7,14,180,0
Glenn Sekunda\glenn-sekunda-1,Total,4,,Total,21,43,46,37,81,109,31,15,6,225,0
Bryan Smith\bryan-smith-1,A-10,4,,Fordham,29,34,42,29,72,100,45,31,8,225,0
Kenyon Spears\kenyon-spears-1,Total,4,,Lamar,24,37,41,33,73,89,67,22,0,225,0
Ronnie Taylor\ronnie-taylor-1,Southern,4,,North Carolina-Greensboro,25,44,47,35,76,60,84,27,5,225,0
Montell Watson\montell-watson-1,Southern,5,,Elon,22,38,40,36,75,50,65,32,3,180,0
Mychal Ammons\mychal-ammons-1,Sun Belt,3,,South Alabama,30,43,45,36,65,197,36,24,26,300,0
Sean Brooks\sean-brooks-1,CAA,4,,Drexel,26,54,54,NaN,53,116,30,13,15,225,0
James Collins\james-collins-2,Big South,3,,Birmingham-Southern,27,47,52,43,72,79,38,30,1,300,1
Sterling Davis\sterling-davis-1,CUSA,4,,Tulane,29,46,49,34,68,105,22,19,11,225,0
Billy Donlon\billy-donlon-1,CAA,4,,North Carolina-Wilmington,29,39,41,35,64,70,114,23,2,225,0
Mike Farrell\mike-farrell-1,Patriot,4,,Lafayette,28,56,62,32,73,141,42,12,7,225,0
Trey McCorkle\trey-mccorkle-1,Summit,4,,IPFW,29,57,57,NaN,70,106,20,7,16,225,0
Clint McDaniel\clint-mcdaniel-1,SEC,3,,Arkansas,32,43,50,36,74,86,65,66,2,300,0
Oliver McNally\oliver-mcnally-1,Ivy,4,,Harvard,29,44,51,38,85,79,81,25,1,225,0
Eric Nielsen\eric-nielsen-1,Total,6,,Brigham Young,20,54,56,33,72,84,18,9,12,150,0
Garrett Temple\garrett-temple-1,SEC,4,,Louisiana State,33,37,47,28,78,125,120,47,28,225,0
Adam Templeton\adam-templeton-1,Total,5,,Total,25,43,49,39,73,119,24,13,5,180,0
John Turek\john-turek-1,Big 12,4,,Nebraska,28,45,45,0,54,170,24,15,40,225,0
Bryant Boston\bryant-boston-1,Pac-10,4,,Washington,19,43,47,29,64,53,38,35,11,225,0
Willie Conner\willie-conner-1,Total,4,,Total,23,41,49,33,72,52,21,13,5,225,0
Jordan Davis\jordan-davis-2,Big Sky,2,,Northern Colorado,30,49,53,31,64,126,114,37,13,450,0
Evan Hilton\evan-hilton-1,SWAC,5,,Alabama A&M,21,36,40,29,61,79,29,20,1,180,0
Alexander Johnson\alexander-johnson-1,ACC,3,,Florida State,30,52,54,31,67,160,21,27,22,300,1
Jake Kelly\jake-kelly-1,Total,4,,Total,24,42,45,35,81,65,59,17,8,225,0
Jarrett Lockhart\jarrett-lockhart-1,Big East,4,,Pittsburgh,25,38,44,33,76,79,24,28,3,225,0
Jahenns Manigat\jahenns-manigat-1,Total,4,,Creighton,36,44,52,40,78,82,74,29,1,225,0
Josh Merrill\josh-merrill-1,Total,5,,Total,21,41,44,35,62,96,18,10,4,180,0
Will Robertson\will-robertson-1,A-Sun,5,,Stetson,22,43,45,34,66,95,21,9,1,180,0
Kyle Vejraska\kyle-vejraska-1,A-Sun,4,,Campbell,30,45,49,35,72,100,19,13,25,225,0
David Ardayfio\david-ardayfio-1,Patriot,2,,Army,26,61,62,0,60,227,37,27,9,449,0
Chris Artis\chris-artis-1,Total,5,,Total,22,45,48,34,62,78,31,17,4,179,0
Lawrence Borha\lawrence-borha-1,MWC,4,,Utah,31,44,49,38,76,74,48,18,4,224,0
Montay Brandon\montay-brandon-1,ACC,4,,Florida State,33,46,50,26,62,129,49,24,7,224,0
Glenn Bryant\glenn-bryant-1,Total,5,,Total,26,48,52,16,63,97,8,15,33,179,0
Leon Carter\leon-carter-1,WAC,3,,San Diego State,28,51,53,20,65,183,20,22,30,299,0
Rosell Ellis\rosell-ellis-1,Southland,2,,McNeese State,28,62,63,20,62,195,85,60,19,449,0
Kyle Keeton\kyle-keeton-1,Southern,4,,East Tennessee State,26,43,48,36,66,54,60,33,1,224,0
Deniz Kilicli\deniz-kilicli-1,Total,4,,West Virginia,28,49,49,NaN,55,113,28,9,10,224,0
Bubba Smith\bubba-smith-1,Southern,4,,Furman,27,35,37,33,71,85,67,35,1,224,0
Dexter Strickland\dexter-strickland-1,ACC,4,,North Carolina,32,46,49,23,69,74,85,36,2,224,0
Mitch Taylor\mitch-taylor-1,SWAC,3,,Southern,26,39,39,39,71,67,29,23,1,299,0
Brandon Wallace\brandon-wallace-1,SEC,4,,South Carolina,33,46,54,22,56,194,50,30,62,224,0
Rasheed Wallace\rasheed-wallace-1,ACC,2,,North Carolina,34,63,64,0,62,255,26,20,78,449,1
Karrington Ward\karrington-ward-1,MAC,2,,Eastern Michigan,36,43,49,34,67,231,24,49,35,449,0
Bill Amis\bill-amis-1,WAC,4,,Hawaii,20,52,53,20,74,124,20,18,32,224,0
Michael Andersen\michael-andersen-1,A-10,4,,Rhode Island,29,51,51,NaN,64,163,18,12,37,224,0
Raymond Anthony\raymond-anthony-1,Southland,2,,Lamar,29,39,45,37,85,97,117,52,0,449,0
D.J. Brown\dj-brown-1,Total,4,,Total,30,34,36,32,74,81,86,27,0,224,0
Joe Cremo\joe-cremo-1,AEC,2,,Albany (NY),34,47,51,38,86,154,90,30,5,449,0
Lawrence Funderburke\lawrence-funderburke-1,Big Ten,2,,Ohio State,28,54,54,20,61,190,31,16,38,449,1
Jimmie Haywood\jimmie-haywood-1,Pac-10,4,,Oregon State,27,39,44,35,61,71,53,24,0,224,0
Bill Heisler\bill-heisler-1,Mid-Cont,4,,Western Illinois,28,40,47,38,81,56,54,41,1,224,0
Jon Higgins\jon-higgins-1,SEC,4,,Tennessee,31,41,43,40,65,110,88,32,3,224,0
Sean McNally\sean-mcnally-1,AEC,4,,Maine,29,44,46,29,69,175,29,18,27,224,0
Darnell Porter\darnell-porter-1,Total,4,,Total,19,42,46,36,78,82,30,22,5,224,0
Titus Shelton\titus-shelton-1,Big West,4,,Cal Poly,25,52,52,NaN,63,123,32,15,32,224,0
Jamar Smiley\jamar-smiley-1,MVC,4,,Illinois State,31,40,42,29,66,90,185,35,3,224,0
Brett Starkey\brett-starkey-1,Sun Belt,4,,Denver,27,47,48,0,61,187,19,18,12,224,0
Derek Stockalper\derek-stockalper-1,Total,5,,Total,17,49,54,43,67,92,30,10,3,179,0
Shaun Stonerock\shaun-stonerock-1,MAC,2,,Ohio,30,49,57,34,71,321,120,58,16,449,0
Byron Waits\byron-waits-1,SWC,4,,Texas Christian,26,54,54,NaN,72,123,17,11,11,224,0
Adrian Autry\adrian-autry-2,Big East,2,,Syracuse,29,44,49,34,79,125,172,53,7,448,0
Tim Bieg\tim-bieg-1,Patriot,4,,Lafayette,27,40,49,35,74,67,76,48,1,224,0
Don Burgess\don-burgess-1,Big South,2,,Radford,29,53,58,40,84,166,72,48,20,448,0
Shawn Johnson\shawn-johnson-1,Southland,3,,Incarnate Word,29,45,50,40,69,173,32,32,35,299,0
Ramone Jones\ramone-jones-1,Total,4,,Maine,28,38,43,27,63,103,53,46,14,224,0
Janthony Joseph\janthony-joseph-1,Mid-Cont,2,,Western Illinois,29,52,52,NaN,66,227,64,42,51,448,0
Jock Landale\jock-landale-1,WCC,3,,Saint Mary's (CA),30,61,62,17,73,158,27,6,19,299,0
Willie Mangum\willie-mangum-1,MAC,2,,Eastern Michigan,32,40,43,37,70,73,61,44,2,448,0
Joe Scott\joe-scott-1,Total,5,,Illinois-Chicago,24,50,50,NaN,53,99,5,10,26,179,0
Micah Seaborn\micah-seaborn-1,MAAC,2,,Monmouth,34,40,44,36,84,98,71,33,7,448,0
Michael Vogler\michael-vogler-1,Sun Belt,3,,Troy,31,47,49,40,76,106,157,57,3,299,0
Mohammed Acha\mohammed-acha-1,Big South,2,,Coastal Carolina,27,48,52,27,64,218,53,54,44,448,0
Antonio Bostic\antonio-bostic-1,Southland,3,,Stephen F. Austin,31,41,46,30,75,94,61,35,4,298,0
D'Aundray Brown\daundray-brown-1,Horizon,5,,Cleveland State,23,49,51,33,76,111,42,41,6,179,0
Jawun Evans\jawun-evans-1,Big 12,2,,Oklahoma State,27,45,46,40,82,103,156,41,4,448,1
Rob Haynes\rob-haynes-1,Big West,4,,Cal State Northridge,29,44,48,41,74,68,34,17,3,224,0
Jarrett Howell\jarrett-howell-2,Southland,3,,Texas-Arlington,27,46,48,43,84,69,75,38,1,298,0
Reed Jackson\reed-jackson-1,Total,3,,Evansville,27,48,51,25,75,189,115,37,9,298,0
Chad Maclies\chad-maclies-1,Total,4,,Centenary (LA),24,52,54,27,75,147,20,26,11,224,0
Tyler Morris\tyler-morris-1,AEC,4,,Boston University,22,39,40,38,81,68,63,29,3,224,0
Doug Muse\doug-muse-1,Big West,3,,UC-Santa Barbara,28,53,53,0,65,150,16,20,38,298,0
Michael Tardy\michael-tardy-1,SWAC,4,,Grambling,19,57,58,0,40,185,33,21,14,224,0
Omar Wattad\omar-wattad-1,Total,5,,Total,19,36,38,35,74,53,26,12,1,179,0
Marty Bailey\marty-bailey-1,MEAC,4,,Delaware State,27,41,44,39,80,54,35,17,1,223,0
Seth Barrett\seth-barrett-1,Patriot,4,,Army,26,45,45,0,62,114,16,23,14,223,0
John Braxton\john-braxton-1,Total,5,,Total,21,38,43,34,70,79,39,27,0,179,0
Amida Brimah\amida-brimah-1,AAC,4,,Connecticut,33,63,63,NaN,64,148,7,6,91,223,0
Aaron Carr\aaron-carr-1,Total,4,,Illinois-Chicago,30,40,41,39,72,79,34,12,4,223,0
Ryan Cuff\ryan-cuff-1,Total,5,,Total,19,41,43,39,77,59,77,23,1,179,0
Travis Franklin\travis-franklin-1,MWC,3,,Colorado State,30,51,51,NaN,61,135,38,32,6,298,0
Dan Garvin\dan-garvin-1,NEC,4,,Bryant,27,50,51,11,57,177,24,18,37,223,0
Josh Greer\josh-greer-1,WCC,4,,Saint Mary's (CA),28,43,46,33,68,129,19,15,7,223,0
Jon Harris\jon-harris-2,Total,4,,Total,29,46,59,37,72,114,31,20,13,223,0
Calvin Hermanson\calvin-hermanson-1,WCC,3,,Saint Mary's (CA),31,47,56,42,76,75,19,11,5,298,0
Theandre Kimbrough\theandre-kimbrough-1,MW Coll,5,,Illinois-Chicago,22,41,44,36,68,51,39,24,2,179,0
Nikola Malesevic\nikola-malesevic-1,A-10,4,,Rhode Island,25,42,46,36,65,91,30,19,12,223,0
Ray Penn\ray-penn-1,Total,5,,Total,20,36,37,36,77,33,72,11,0,179,0
Mykal Riley\mykal-riley-1,SEC,2,,Alabama,32,45,53,40,76,159,55,48,17,447,0
Keston Roberts\keston-roberts-1,Horizon,2,,Youngstown State,29,41,47,30,82,92,52,29,10,447,0
Torrance Rowe\torrance-rowe-1,OVC,2,,Tennessee Tech,30,40,47,34,84,76,107,22,1,447,0
Mark Rydalch\mark-rydalch-1,WAC,4,,Utah,30,43,47,41,82,47,81,26,4,223,0
Tim Scheer\tim-scheer-1,OVC,4,,Southeast Missouri State,22,48,54,38,72,76,24,12,4,223,0
Greg Simpson\greg-simpson-1,Total,4,,Total,20,45,51,36,75,54,55,25,1,223,0
Matt Staff\matt-staff-1,Total,4,,Total,23,48,52,35,80,125,25,12,26,223,0
Leon Young\leon-young-1,Horizon,4,,Loyola (IL),24,50,50,NaN,80,140,10,6,3,223,0
Jermaine Blackburn\jermaine-blackburn-1,WAC,2,,Boise State,30,46,51,32,69,121,66,26,7,447,0
Reggie Geary\reggie-geary-1,Pac-10,4,,Arizona,31,43,51,34,59,86,140,52,17,223,1
Shawn Hopes\shawn-hopes-1,Mid-Cont,5,,Oakland,23,54,54,NaN,66,102,10,14,11,178,0
Darrell Lampley\darrell-lampley-1,Total,5,,Total,18,35,40,28,81,36,53,18,0,178,0
Kyle Neptune\kyle-neptune-1,Patriot,4,,Lehigh,29,40,44,33,64,114,34,20,8,223,0
Brian Rudolph\brian-rudolph-1,MAAC,4,,Loyola (MD),31,39,43,24,73,90,131,25,1,223,0
Derek Williams\derek-williams-2,CUSA,2,,Southern Methodist,30,43,48,32,74,91,109,27,4,447,0
Marcus Byrd\marcus-byrd-1,Total,4,,Denver,30,48,55,41,77,84,38,15,11,223,0
Randall Crutcher\randall-crutcher-1,MVC,4,,Creighton,26,48,48,0,51,137,14,12,12,223,0
Bruce Ellington\bruce-ellington-1,SEC,4,,South Carolina,20,33,36,30,65,54,59,19,2,223,0
Rodrick Epps\rodrick-epps-1,Southland,4,,Texas-Arlington,30,38,40,36,78,85,67,25,1,223,0
Kendrec Ferrara\kendrec-ferrara-1,Southern,4,,Furman,32,47,51,30,57,137,20,9,30,223,0
Matt Hildebrand\matt-hildebrand-1,Big South,2,,Liberty,30,45,49,41,90,100,156,27,2,446,0
Larry Jackson\larry-jackson-1,MEAC,4,,Florida A&M,31,47,47,0,55,156,14,15,9,223,0
Lester Lyons\lester-lyons-1,CAA,2,,East Carolina,28,42,48,36,82,94,82,61,14,446,0
Marvin Orange\marvin-orange-1,SEC,4,,Alabama,30,38,41,36,68,54,85,17,2,223,0
Christian Terrell\christian-terrell-1,A-Sun,3,,Florida Gulf Coast,33,43,49,35,72,111,62,25,9,297,0
Curtis Terry\curtis-terry-1,MWC,4,,Nevada-Las Vegas,33,39,45,35,74,81,80,24,2,223,0
Brandon Ubel\brandon-ubel-1,Total,4,,Nebraska,31,48,51,29,81,137,27,12,11,223,0
Trent Weideman\trent-weideman-1,Southern,3,,College of Charleston,31,53,54,17,70,216,28,20,26,297,0
Randy Zachary\randy-zachary-1,MAC,4,,Ball State,28,41,40,42,76,49,85,23,1,223,0
Al-Farouq Aminu\al-farouq-aminu-1,ACC,2,,Wake Forest,31,48,52,23,69,292,43,37,41,446,1
Tejay Anderson\tejay-anderson-1,Total,4,,Youngstown State,26,50,52,25,66,132,50,25,20,223,0
Izett Buchanan\izett-buchanan-1,NEC,2,,Marist,20,43,46,31,69,173,29,43,5,446,0
Will Creekmore\will-creekmore-2,Total,4,,Total,24,53,54,36,63,133,21,8,11,223,0
Taj Gray\taj-gray-1,Big 12,2,,Oklahoma,31,56,56,NaN,68,246,38,33,52,446,0
Shannon Hale\shannon-hale-1,SEC,4,,Alabama,27,39,47,31,70,77,21,14,9,223,0
Tevin Hammond\tevin-hammond-1,SWAC,3,,Arkansas-Pine Bluff,31,34,35,32,72,87,121,76,1,297,0
Kory Holden\kory-holden-1,CAA,2,,Delaware,29,40,40,38,77,90,135,14,3,446,0
Mark Jones\mark-jones-3,A-10,4,,Dayton,31,37,42,33,73,91,72,23,1,223,0
Tim Kamczyc\tim-kamczyc-1,Horizon,4,,Cleveland State,33,48,54,39,70,116,47,27,7,223,0
Eric Laster\eric-laster-1,Total,4,,Loyola (MD),29,39,42,33,57,89,30,12,9,223,0
Max Mombollet\max-mombollet-1,Southern,4,,Citadel,28,46,47,0,66,148,20,18,17,223,0
Jared Quayle\jared-quayle-1,WAC,2,,Utah State,35,44,47,41,82,212,137,44,2,446,0
Gordon Scott\gordon-scott-1,Big West,2,,Idaho,27,40,46,37,69,86,63,49,15,446,0
Jaime Serna\jaime-serna-1,Big West,4,,UC-Santa Barbara,29,56,56,NaN,69,124,18,17,20,223,0
Scooter Sherrill\scooter-sherrill-1,ACC,4,,North Carolina State,29,42,54,35,84,61,29,23,2,223,0
Jovonni Shuler\jovonni-shuler-1,Ind,5,,Savannah State,22,40,45,33,76,71,22,28,4,178,0
Nick Stover\nick-stover-1,Total,5,,Total,25,42,47,32,71,62,28,13,6,178,0
Chris White\chris-white-1,Big Sky,4,,Eastern Washington,27,55,55,NaN,69,155,21,17,19,223,0
Kasey Wilson\kasey-wilson-1,Total,4,,Central Florida,30,45,49,39,65,130,16,15,15,223,0
Josh Cameron\josh-cameron-1,Big South,2,,Coastal Carolina,33,40,43,38,75,75,68,34,5,445,0
Tony Carter\tony-carter-1,Southern,4,,Furman,29,40,45,34,67,102,90,44,1,222,0
Quinton Chievous\quinton-chievous-1,Total,4,,Total,23,50,58,27,55,144,23,8,2,222,0
Alvin Green\alvin-green-1,Big South,5,,Coastal Carolina,23,39,40,37,68,71,82,36,0,178,0
J.D. Huleen\jd-huleen-1,Total,4,,Boise State,28,42,47,32,64,116,23,25,12,222,0
J.R. Koch\jr-koch-1,Big Ten,4,,Iowa,31,51,56,37,71,112,21,11,23,222,1
Herve Lamizana\herve-lamizana-1,Big East,3,,Rutgers,28,40,43,34,68,169,46,28,82,297,0
Matt Lottich\matt-lottich-1,Pac-10,4,,Stanford,28,39,44,36,79,60,59,16,2,222,0
Russ Millard\russ-millard-1,Big Ten,4,,Iowa,22,54,59,37,75,117,21,20,11,222,1
Skip Mills\skip-mills-1,MAC,2,,Ball State,27,43,49,34,76,137,55,43,3,445,0
J.S. Nash\js-nash-1,Pac-10,4,,Oregon State,28,41,44,35,76,84,76,26,3,222,0
Jermaine Anderson\jermaine-anderson-2,AEC,4,,New Hampshire,24,46,51,36,85,69,65,32,7,222,0
Joseph Barber\joseph-barber-1,Big South,5,,North Carolina-Asheville,20,47,50,34,75,91,15,6,5,178,0
Brandon Bass\brandon-bass-1,SEC,2,,Louisiana State,29,54,55,36,78,243,21,22,52,445,1
Rashad Bishop\rashad-bishop-1,Big East,4,,Cincinnati,32,43,50,32,67,122,59,28,14,222,0
D.J. Byrd\dj-byrd-1,Big Ten,4,,Purdue,32,38,41,36,72,85,51,17,5,222,0
Rahsaan Carlton\rahsaan-carlton-1,Big Ten,5,,Penn State,21,41,45,33,68,57,18,11,4,178,0
Laimonas Chatkevicius\laimonas-chatkevicius-1,SEC,4,,South Carolina,30,51,53,25,70,135,17,11,27,222,0
Mark Flick\mark-flick-1,Big West,4,,UC-Santa Barbara,21,42,48,37,68,117,24,13,10,222,0
Wesley Fluellen\wesley-fluellen-1,NEC,3,,Robert Morris,28,50,55,28,76,108,34,20,4,296,0
Anthony Goldwire\anthony-goldwire-1,SWC,2,,Houston,28,42,47,30,80,96,167,57,3,445,1
Rodney Hood\rodney-hood-1,Total,3,,Total,22,45,50,39,78,97,46,12,7,296,1
Ron Johnson\ron-johnson-1,Big West,4,,Long Beach State,29,42,50,31,75,71,65,42,3,222,0
Michael Keyes\michael-keyes-1,Total,4,,Towson,28,45,50,37,74,63,90,36,0,222,0
O.J. Linney\oj-linney-1,Big South,3,,Charleston Southern,28,54,55,17,73,160,20,42,12,296,0
Gabe Martin\gabe-martin-1,Big South,2,,Liberty,31,44,51,32,81,215,61,50,22,445,0
Konstantinos Mitoglou\konstantinos-mitoglou-1,ACC,3,,Wake Forest,32,43,52,35,77,171,21,17,21,296,0
Brandon Mobley\brandon-mobley-1,Big East,4,,Seton Hall,27,44,50,34,78,131,19,13,23,222,0
Jamel Outler\jamel-outler-1,Total,5,,Total,22,36,40,35,68,35,13,13,0,178,0
Steve Panos\steve-panos-1,Big Sky,4,,Weber State,29,53,53,NaN,71,108,11,6,6,222,0
Jamar Smith\jamar-smith-3,MEAC,2,,Morgan State,30,48,51,33,66,156,39,22,11,445,0
Zach Smith\zach-smith-1,Big 12,3,,Texas Tech,31,50,53,29,64,203,47,20,45,296,0
Scott Watson\scott-watson-1,Total,4,,Jacksonville State,28,40,44,37,80,62,91,33,2,222,0
Brian Adams\brian-adams-1,SWAC,4,,Alcorn State,25,51,56,33,55,104,29,21,9,222,0
Jared Buckmaster\jared-buckmaster-1,Big Sky,4,,Montana,26,45,48,43,75,95,32,12,4,222,0
Dennis Clifford\dennis-clifford-1,ACC,5,,Boston College,25,50,51,17,64,129,23,8,25,177,0
Brandon Hawkins\brandon-hawkins-1,Total,4,,East Carolina,28,33,32,33,72,69,56,19,1,222,0
Marius Janulis\marius-janulis-1,Big East,4,,Syracuse,28,41,44,39,82,80,45,24,1,222,0
Jarell Martin\jarell-martin-1,SEC,2,,Louisiana State,32,49,54,30,69,225,44,32,22,444,1
Fred Miller\fred-miller-1,A-Sun,4,,South Carolina Upstate,33,38,43,31,75,86,86,39,2,222,0
Darrell Neal\darrell-neal-1,MEAC,4,,Norfolk State,27,48,49,0,62,174,9,16,29,222,0
Robert Owens\robert-owens-1,MAC,4,,Ball State,31,44,46,37,70,114,25,15,6,222,0
Wayne Tinsley\wayne-tinsley-1,CUSA,4,,Tulane,29,44,47,26,55,121,80,39,9,222,0
Ernest Turner\ernest-turner-1,Total,5,,Total,20,39,42,36,73,42,30,16,1,177,0
Paul Vitelli\paul-vitelli-1,Ivy,4,,Yale,28,40,43,37,75,146,35,24,12,222,0
Adrian Bowie\adrian-bowie-1,ACC,4,,Maryland,33,47,52,32,67,82,71,31,5,222,0
Aaron Carter\aaron-carter-1,MVC,4,,Indiana State,31,40,44,36,81,79,23,13,6,222,0
Sterling Carter\sterling-carter-1,Total,4,,Total,23,36,37,36,66,65,35,22,7,222,0
Jehvon Clarke\jehvon-clarke-1,MAC,4,,Bowling Green State,29,38,42,31,75,66,65,27,1,222,0
Willie Green\willie-green-2,A-Sun,3,,Stetson,30,52,55,24,67,153,41,14,40,296,1
Brian Griffith\brian-griffith-1,MAAC,4,,Saint Peter's,27,38,43,33,75,36,51,29,2,222,0
Jason Love\jason-love-1,A-10,4,,Xavier,31,56,56,NaN,69,183,16,9,31,222,0
Jonathan McClark\jonathan-mcclark-1,MAAC,4,,Rider,28,56,57,0,59,160,44,20,20,222,0
Jon Popofski\jon-popofski-1,Total,5,,Total,22,40,48,33,74,46,32,16,1,177,0
I.J. Ready\ij-ready-1,SEC,4,,Mississippi State,28,40,46,29,84,66,100,38,0,222,0
Larry Terry\larry-terry-1,Southland,2,,Northwestern State,23,47,57,37,79,128,57,35,30,444,0
David Wear\david-wear-1,Total,5,,Total,26,47,48,43,75,112,19,13,5,177,0
Matt Brown\matt-brown-3,CAA,5,,American,21,43,47,29,59,88,20,18,9,177,0
Jermaine Bucknor\jermaine-bucknor-1,A-10,4,,Richmond,27,42,52,34,74,106,36,19,12,221,0
Landon Clement\landon-clement-1,Total,5,,Total,16,41,45,40,81,32,14,10,0,177,0
Corban Collins\corban-collins-1,Total,5,,Total,23,38,38,38,71,55,43,17,1,177,0
Corey Law\corey-law-1,Big South,4,,High Point,27,54,54,0,53,173,13,19,16,221,0
Michael Lewis\michael-lewis-1,Big Ten,4,,Indiana,31,48,54,35,80,81,136,29,2,221,0
Drew McDonald\drew-mcdonald-1,Horizon,2,,Northern Kentucky,32,48,51,37,73,227,47,11,15,443,0
Terrance McGee\terrance-mcgee-1,MVC,2,,Missouri State,30,41,43,37,74,93,112,43,1,443,0
Kojo Mensah\kojo-mensah-1,Total,4,,Total,17,40,43,21,72,78,62,32,1,221,0
Michael Messer\michael-messer-1,Total,5,,Southern Illinois-Edwardsville,21,45,48,36,71,75,29,13,3,177,0
Silas Mills\silas-mills-1,Big West,2,,Utah State,30,53,59,27,68,227,91,49,22,443,0
Torrey Mills\torrey-mills-1,MAC,5,,Total,22,50,54,20,67,80,36,24,4,177,0
Jordan Reves\jordan-reves-1,Total,4,,Texas-Arlington,31,52,52,NaN,63,190,21,20,41,221,0
Derek Smith\derek-smith-2,Sun Belt,3,,Louisiana Tech,28,50,56,33,72,106,45,30,5,295,0
Deville Smith\deville-smith-1,Total,4,,Total,23,42,50,31,65,62,72,27,6,221,0
David Wall\david-wall-1,CUSA,2,,Southern Mississippi,28,40,42,38,71,105,31,15,3,443,0
Jamie Watson\jamie-watson-1,SEC,2,,South Carolina,27,46,51,26,66,163,69,42,16,443,1
Kevin Adams\kevin-adams-2,SWAC,3,,Texas Southern,28,39,46,34,64,104,43,42,3,295,0
John Allen\john-allen-4,OVC,2,,Eastern Kentucky,27,49,58,34,81,178,52,48,32,443,0
Marque Carrington\marque-carrington-1,MEAC,5,,North Carolina A&T,21,37,41,28,74,59,55,32,1,177,0
Wes Cooper\wes-cooper-1,Patriot,3,,Navy,27,55,55,NaN,53,171,11,17,9,295,0
Mike Efevberha\mike-efevberha-1,Big West,4,,Total,20,39,40,37,79,49,27,12,7,221,0
James Ennis\james-ennis-1,Big West,2,,Long Beach State,33,49,61,36,79,181,79,56,34,443,1
Troyce Manassa\troyce-manassa-1,MEAC,2,,Savannah State,30,43,48,34,76,155,80,31,11,443,0
Rod Murray\rod-murray-1,OVC,3,,Murray State,31,49,54,35,65,136,58,27,12,295,0
Zach Nelson\zach-nelson-2,WAC,4,,Utah Valley,23,49,61,27,64,127,53,15,19,221,0
D.J. Rivera\dj-rivera-1,Total,3,,Total,25,44,49,30,64,103,25,35,8,295,0
Bo Taylor\bo-taylor-1,AEC,4,,Hartford,22,46,48,24,65,123,23,25,4,221,0
Jayson Walton\jayson-walton-1,Big Ten,3,,Minnesota,29,44,45,0,71,177,47,22,6,295,0
Billy Wells\billy-wells-1,Total,5,,Total,24,40,43,37,70,59,47,33,4,177,0
Mike Williams\mike-williams-9,Big Ten,3,,Rutgers,31,37,44,30,77,114,36,28,13,295,0
Joe Bunn\joe-bunn-1,Total,3,,Total,20,54,54,0,76,160,21,15,3,295,0
Yohanny Dalembert\yohanny-dalembert-1,CAA,4,,James Madison,27,55,55,NaN,60,143,18,9,29,221,0
Jessie Drain\jessie-drain-1,SWC,3,,Houston,28,43,49,37,62,133,35,30,7,295,0
